Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
Dallas Fernandez,51,62,1968,3,Female,54870 Lexington Drive,6,Miami,FL,33134,25.77,-80.20,$31625,$64481,$114394,627,5
Aubrie Roman,55,67,1964,3,Female,1442 Mill Avenue,2,Fayetteville,NC,28314,35.05,-78.87,$17789,$36270,$73779,769,5
Jaxon Russell,31,57,1989,2,Male,35 Rose Boulevard,,San Jose,CA,95131,37.38,-121.90,$37677,$76820,$159137,819,2
Jacoby Long,65,62,1954,5,Male,3216 Ninth Drive,,Wichita,KS,67212,37.68,-97.34,$22638,$49817,$26928,600,2
Nicole Macron,67,71,1952,8,Female,1429 Summit Drive,5,Parkville,MD,21234,39.38,-76.55,$23096,$47087,$92489,820,5
Melany Bailey,66,66,1953,7,Female,330 Martin Luther King Lane,,Angier,NC,27501,35.51,-78.73,$18340,$36052,$6602,767,4
Matias Stewart,29,71,1990,5,Male,4673 Washington Avenue,,Selma,AL,36703,32.41,-87.03,$12474,$25434,$0,698,2
Colten Nelson,41,70,1978,9,Male,2397 Madison Avenue,,Lyman,SC,29365,34.95,-82.12,$18857,$38450,$51430,850,1
Noe Gutierrez,38,67,1981,3,Male,909 Eighth Street,,Milpitas,CA,95035,37.44,-121.87,$33758,$68827,$35669,755,2
Reuben Torres,64,63,1956,2,Male,8146 Third Avenue,,Katy,TX,77450,29.79,-95.82,$0,$399,$323,729,3
Paxton Carter,71,56,1949,1,Male,793 Norfolk Avenue,,Ocala,FL,34476,29.18,-82.13,$12992,$17775,$11520,746,1
Dimitri Schmidt,64,67,1955,11,Male,28 West Lane,,Aurora,IL,60505,41.76,-88.29,$14200,$28954,$41461,636,2
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8
Kaleb Price,50,69,1970,2,Male,9190 Sussex Lane,,Gresham,OR,97080,45.47,-122.37,$22599,$46077,$135862,639,3
Romeo Wood,36,65,1983,3,Male,296 Pine Boulevard,,Wethersfield,CT,06109,41.70,-72.67,$28557,$58225,$101148,685,3
Breanna Robinson,20,64,2000,1,Female,6877 Jefferson Drive,,Mays Landing,NJ,08330,39.45,-74.72,$23298,$47504,$65156,706,1
Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive,514,Bowling Green,KY,42103,36.97,-86.44,$26567,$54166,$0,707,5
Annabel King,54,66,1965,12,Female,294 Bayview Lane,4,Memphis,TN,38104,35.10,-90.00,$28570,$58248,$107130,728,4
Caleb Masvidal,30,70,1989,4,Male,4328 Forest Boulevard,,Fort Lauderdale,FL,33316,26.14,-80.13,$45143,$92046,$6658,681,2
Pedro Gonzalez,53,66,1966,12,Male,153 Wessex Drive,,Sarasota,FL,34243,27.33,-82.54,$19983,$40745,$18371,718,4
Raelyn Carter,71,68,1948,7,Female,9854 Park Lane,,Burke,VA,22015,38.78,-77.27,$35563,$87659,$0,779,4
Sergio Stewart,29,64,1990,5,Male,5537 Forest Lane,,Sacramento,CA,95818,38.55,-121.49,$31184,$63583,$200435,635,1
Jaxxon Wright,58,66,1962,1,Male,735 Forest Avenue,,Alhambra,CA,91803,34.07,-118.14,$20059,$40900,$64420,678,3
Saanvi Flores,67,67,1952,7,Female,728 Sixth Avenue,,Oakfield,NY,14125,43.06,-78.27,$17665,$43070,$14135,726,4
Malik Scott,54,67,1966,1,Male,41 Grant Drive,,Montgomery,AL,36104,32.35,-86.28,$11703,$23863,$83430,536,2
Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,03819,42.91,-71.12,$26541,$56099,$933,751,6
Lyanna Ajami,32,65,1988,1,Female,219 Federal Street,,Dickinson,TX,77539,29.45,-95.06,$24217,$49374,$108192,706,2
Preston Fu,20,66,1999,7,Male,3404 Main Lane,82,Cranberry Twp,PA,16066,40.71,-80.10,$35188,$71750,$117124,697,3
Aria Rogers,20,66,1999,7,Female,75 Third Avenue,,West Chester,OH,45069,39.33,-84.40,$31920,$65082,$88347,850,1
Colton Fox,18,65,2002,1,Male,33 Lafayette Lane,178,Balch Springs,TX,75180,32.76,-96.59,$14245,$29047,$36835,786,1
Brody King,43,68,1976,6,Male,125 Plum Drive,1,Hawthorne,CA,90250,33.91,-118.34,$19153,$39052,$65861,804,4
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236,Wauconda,IL,60084,42.26,-88.13,$28147,$40787,$1574,782,6
Belen Stewart,22,64,1997,12,Female,109 El Camino Avenue,,Houston,TX,77093,29.76,-95.38,$11219,$22876,$36157,685,2
Gabriela Davis,61,60,1958,3,Female,8301 Tenth Drive,,Medford,OR,97504,42.33,-122.79,$18961,$30359,$16552,758,2
Samira Ross,47,66,1972,6,Female,6613 Hill Drive,,Williamsburg,KY,40769,36.73,-84.16,$12814,$26130,$54290,498,1
Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,,Houston,TX,77056,29.76,-95.38,$95039,$193768,$150896,686,5
Elian Fernandez,32,67,1987,8,Male,3525 Second Lane,,Lynwood,CA,90262,33.92,-118.20,$13632,$27795,$72318,701,4
Genesis Jones,53,66,1967,2,Female,919 Oak Boulevard,,Northport,AL,35476,33.24,-87.59,$15540,$31688,$66776,605,3
Colt Cook,36,66,1983,8,Male,430 Grant Boulevard,,York,NE,68467,40.87,-97.59,$18024,$36753,$33657,684,4
Alfredo Cruz,63,62,1956,8,Male,9 Mill Drive,,Cocoa,FL,32926,28.37,-80.75,$19018,$12796,$22192,644,3
Livia Stewart,32,65,1987,8,Female,635 East Drive,,Blackwell,OK,74631,36.80,-97.29,$15077,$30737,$35858,815,2
Achilles Schmidt,30,62,1989,12,Male,9207 Madison Boulevard,,Germantown,MD,20876,39.17,-77.26,$31555,$64340,$94513,637,1
Brylee Price,50,74,1969,4,Female,818 12th Lane,,Vincentown,NJ,08088,39.80,-74.62,$28433,$57975,$34570,773,4
Devin Roberts,30,67,1989,7,Male,774 Park Lane,,Chilton,WI,53014,44.02,-88.16,$19382,$39520,$53896,772,1
Ashlyn Scott,59,68,1960,3,Female,5238 Park Street,10,Union City,NJ,07087,40.76,-74.03,$16770,$34190,$39242,810,7
Madison Neufelder,28,64,1991,10,Female,5225 Bayview Street,,Los Angeles,CA,90007,34.02,-118.28,$13002,$26513,$32620,604,1
Adrianna Cook,78,66,1941,11,Female,3863 Pine Street,3,Valdosta,GA,31601,30.84,-83.27,$12672,$8526,$3723,684,3
Kyra Gao,40,63,1980,2,Female,5191 Grant Drive,6728,Mount Pleasant,NC,28124,35.40,-80.43,$20041,$40867,$50449,694,2
Oakley Taylor,34,62,1985,10,Male,801 River Street,,Summerville,GA,30747,34.47,-85.34,$14514,$29594,$47766,792,1
Lorelai Brown,35,65,1984,3,Female,1496 Rose Street,,Los Angeles,CA,90006,34.04,-118.29,$11395,$23238,$31661,611,2
Addison Faraday,49,68,1970,12,Female,9639 Third Boulevard,,Monaca,PA,15061,40.68,-80.27,$20142,$41071,$124139,685,1
Winter Clark,65,62,1955,2,Female,230 Plum Avenue,,O Fallon,MO,63366,38.78,-90.70,$25350,$17056,$29112,667,5
Lainey Brooks,36,66,1983,3,Female,1644 Park Avenue,,Newark,DE,19711,39.67,-75.75,$31719,$64672,$56485,695,4
Kadence Morales,62,60,1957,6,Female,171 Catherine Lane,58,Clovis,CA,93612,36.81,-119.71,$17301,$26975,$17212,673,2
Camilla Bailey,30,65,1989,4,Female,2328 Little Creek Avenue,,Philadelphia,PA,19133,39.95,-75.16,$10016,$20424,$14743,770,3
Deborah Clark,60,67,1959,10,Female,8179 Valley Stream Drive,,Holly,MI,48442,42.79,-83.62,$22680,$46244,$108449,814,5
Perla Phillips,38,65,1981,11,Female,9324 Catherine Street,13,Arnold,MO,63010,38.42,-90.36,$21744,$44334,$55173,684,5
Magnus Brooks,63,68,1956,6,Male,547 West Drive,,Port Chester,NY,10573,41.00,-73.66,$35269,$71909,$44190,712,3
Renee Williams,66,69,1953,5,Female,211 Valley Street,,Mendham,NJ,07945,40.76,-74.59,$91180,$185909,$461854,621,5
Achilles Edwards,76,65,1943,7,Male,2012 Forest Avenue,,Hickory,NC,28602,35.73,-81.32,$17850,$21867,$21103,759,2
Briar Gomez,40,61,1979,12,Female,1943 Birch Street,,North Lawrence,OH,44666,40.84,-81.63,$21201,$43229,$96831,685,2
Layne Mitchell,64,64,1956,2,Male,106 Littlewood Drive,10,Houston,TX,77067,29.76,-95.38,$15401,$24420,$14460,685,1
Aubree Hill,54,66,1966,1,Female,2206 South Drive,,Brooksville,FL,34601,28.55,-82.39,$15524,$31655,$46405,623,1
Collins Lewis,84,64,1936,1,Female,4819 Martin Luther King Drive,8,North Andover,MA,01845,42.70,-71.11,$41665,$66745,$682,718,3
Keenan Allen,22,65,1997,4,Male,4932 South Boulevard,,Moorhead,MN,56560,46.86,-96.75,$20214,$41214,$130538,763,1
Moshe Martin,49,64,1970,6,Male,5642 Bayview Avenue,,Albuquerque,NM,87114,35.11,-106.62,$24403,$49756,$70744,705,1
Milan Faraday,66,63,1953,6,Male,5807 Lincoln Street,5,Warner Robins,GA,31093,32.61,-83.63,$15334,$28104,$12054,751,3
Mckenna Braun,54,68,1965,3,Female,336 Catherine Lane,,Highland,MI,48357,42.63,-83.61,$25838,$52680,$87082,835,5
Aylin Myers,61,66,1958,3,Female,7360 Lexington Drive,,Jeffersonville,KY,40337,37.96,-83.82,$13602,$27733,$21785,765,3
Brycen Adams,61,63,1959,2,Male,3270 Grant Avenue,88,Geneva,IN,46740,40.59,-84.95,$10493,$21397,$54771,812,4
Shiloh Martin,47,70,1972,10,Male,9070 West Street,,Rancho Cucamonga,CA,91730,34.09,-117.58,$24603,$50163,$97188,761,4
Mckenna Wilson,25,69,1994,5,Female,309 River Avenue,70,Hancock,WI,54943,44.13,-89.52,$13210,$26939,$69587,752,1
Silas Kelly,52,69,1967,10,Male,653 Mill Street,,Minneapolis,MN,55421,44.96,-93.26,$20662,$42129,$101742,758,4
Jewel Perry,48,66,1971,12,Female,33 North Avenue,342,Palisades Park,NJ,07650,40.84,-73.99,$22278,$45422,$83940,689,4
Alessandro Davis,37,66,1982,12,Male,550 Forest Street,,Helena,MT,59601,46.51,-112.12,$20305,$41401,$71180,580,1
Abigail Morales,19,63,2000,6,Female,534 Second Lane,,San Diego,CA,92126,32.88,-117.13,$27394,$55854,$111042,782,1
Nyla Fernandez,66,67,1953,11,Female,1426 Fifth Avenue,,Strafford,NH,03884,43.32,-71.18,$24779,$50523,$98763,578,1
Melvin Brown,73,67,1946,3,Male,2834 West Street,,Mobile,AL,36695,30.68,-88.04,$25381,$48060,$17440,581,3
Skyler Robinson,40,64,1979,10,Male,344 11th Street,5,Brownsville,TX,78520,25.92,-97.48,$12684,$25861,$42050,607,3
Monserrat Schmidt,29,66,1990,3,Female,685 Jefferson Avenue,5,Jersey City,NJ,07307,40.71,-74.06,$21916,$44688,$88092,716,3
Charli Neufelder,41,69,1979,1,Female,8676 River Avenue,,Rosedale,NY,11422,40.66,-73.73,$24412,$49776,$17352,684,3
Owen Roman,21,62,1998,10,Male,5 Lafayette Avenue,,Hudson,OH,44236,41.24,-81.45,$42201,$86042,$165447,701,2
Dane Morales,27,65,1993,1,Male,2282 Main Drive,,Belleville,IL,62223,38.53,-90.00,$23778,$48484,$63561,775,4
Kaysen Baker,54,62,1965,5,Male,703 12th Street,,Drums,PA,18222,41.01,-75.99,$23450,$47814,$92020,720,2
Tara Anwar,20,69,1999,8,Female,621 Fifth Boulevard,1,Baker,LA,70714,30.58,-91.15,$17440,$35559,$59164,672,2
Dallas Murphy,38,65,1981,7,Male,5661 Forest Avenue,,Le Mars,IA,51031,42.78,-96.16,$19853,$40478,$76392,718,3
Brady Gomez,45,67,1974,3,Male,4391 Lexington Lane,,Charlotte,NC,28215,35.19,-80.83,$17817,$36323,$65525,700,3
Luciana Faraday,34,66,1985,3,Female,404 Main Lane,3,Billings,MT,59102,45.76,-108.57,$20231,$41249,$42268,695,2
Guillermo Morales,62,61,1957,9,Male,641 Martin Luther King Avenue,,Bernalillo,NM,87004,35.31,-106.55,$15966,$29769,$14542,693,3
Magdalena Gray,23,66,1996,3,Female,459 East Avenue,7,Atherton,CA,94027,37.44,-122.20,$150583,$307018,$516263,745,2
Erick Reed,20,66,1999,11,Male,1693 Spruce Street,,Jackson,MI,49203,42.24,-84.40,$17783,$36264,$99582,725,1
Rosemary Sanders,36,69,1983,4,Female,478 East Drive,,Scottsdale,AZ,85260,33.61,-111.89,$36300,$74016,$85204,702,2
Opal Ward,46,69,1973,12,Female,515 South Street,,Cleveland,OH,44118,41.47,-81.67,$27250,$55565,$34039,731,2
Aden Ward,31,63,1988,6,Male,8486 Catherine Street,,Blacksburg,VA,24060,37.23,-80.42,$24640,$50242,$84457,722,2
Brock Ramirez,43,67,1976,4,Male,881 Plum Street,,Woodbine,NJ,08270,39.22,-74.80,$22697,$46278,$51243,791,4
Darren Turner,31,63,1988,5,Male,6692 Lake Street,,Taylorsville,KY,40071,38.03,-85.34,$21444,$43724,$53853,514,1
Amia Leroux,18,66,2001,4,Female,724 Essex Drive,,Louisville,KY,40207,38.22,-85.74,$31636,$64504,$69041,695,3
Edith Burns,42,67,1978,2,Female,66 Norfolk Avenue,,Choctaw,OK,73020,35.48,-97.26,$21884,$44624,$102882,611,1
Stefan Thomas,49,58,1970,12,Male,469 Catherine Avenue,,San Antonio,TX,78209,29.45,-98.50,$36852,$75137,$175263,631,1
Brantley Russell,70,65,1949,3,Male,6339 Lafayette Avenue,,Carpinteria,CA,93014,34.39,-119.51,$21191,$36724,$16437,701,4
Lance Reyes,61,66,1958,4,Male,747 Rose Drive,,Concord,NC,28027,35.40,-80.59,$25299,$51581,$35134,810,5
Dustin Williams,47,63,1972,11,Male,305 Elm Street,81,Franconia,NH,03580,44.22,-71.74,$21159,$43144,$54157,628,3
Josephine Chen,91,67,1929,1,Female,365 Mountain View Boulevard,363,Donaldsonville,LA,70346,30.09,-90.99,$16474,$27150,$2007,737,1
Simeon Flores,47,67,1972,5,Male,166 12th Street,,Annandale,VA,22003,38.83,-77.21,$30622,$62432,$95799,741,5
Jovanni El-Mafouk,18,67,2001,11,Male,62 East Boulevard,,Fontana,CA,92335,34.08,-117.46,$13739,$28006,$19518,703,2
Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,,Marietta,GA,30062,33.95,-84.54,$33093,$67470,$93795,804,6
Sarai Brown,18,75,2002,1,Female,76 Federal Avenue,,Manhattan,KS,66503,39.19,-96.59,$25658,$52315,$109513,774,4
Joyce Fisher,20,73,1999,8,Female,6030 Third Lane,76,Attleboro,MA,02703,41.93,-71.29,$26693,$54424,$92199,687,1
Rylan Morgan,22,66,1997,7,Male,90072 George Drive,,Mulvane,KS,67110,37.48,-97.24,$22195,$45254,$75758,850,2
Hannah Adams,34,68,1985,7,Female,90 El Camino Avenue,,Buffalo,NY,14210,42.88,-78.85,$15461,$31525,$57818,686,2
Amiya Davis,44,67,1975,3,Female,5380 12th Boulevard,,Hot Springs National Park,AR,71913,34.50,-93.05,$15857,$32330,$97190,835,4
Griffin King,30,74,1989,9,Male,7154 Lafayette Drive,,Las Cruces,NM,88005,32.33,-106.75,$16670,$33993,$45149,602,4
Paulina Jones,40,70,1979,7,Female,903 Norfolk Boulevard,,Mobile,AL,36610,30.68,-88.04,$9284,$18935,$43928,658,3
Haley Sanders,73,60,1946,8,Female,658 Plum Avenue,7,Fort Lauderdale,FL,33309,26.14,-80.13,$21084,$42593,$16083,703,2
Ronan Morgan,21,72,1998,6,Male,21 Birch Drive,,Saint Louis,MO,63119,38.63,-90.24,$31909,$65058,$157708,746,1
Lainey Taylor,50,71,1969,7,Female,312 Burns Boulevard,,Chesapeake,VA,23321,36.67,-76.30,$24312,$49570,$43645,752,5
Alora White,47,65,1972,12,Female,112 Elm Avenue,844,North Hollywood,CA,91606,34.18,-118.39,$16892,$34441,$907,725,4
Bailee Labelle,30,65,1989,7,Female,352 Hill Lane,,Vancouver,WA,98663,45.65,-122.66,$20649,$42101,$70460,685,1
Kelsey Burns,71,69,1949,1,Female,836 Summit Boulevard,1677,Candor,NY,13743,42.23,-76.34,$18323,$40516,$6908,698,5
Curtis Roman,33,71,1986,11,Male,87 Ocean Avenue,,Dearborn,MI,48126,42.31,-83.21,$11773,$24009,$19085,811,4
Elijah Wilson,33,66,1987,2,Male,515 Spruce Boulevard,,Wyoming,MI,49519,42.89,-85.72,$18431,$37579,$59201,710,2
Leighton Cook,53,68,1967,2,Female,9458 Park Boulevard,,El Cajon,CA,92021,32.84,-116.88,$20673,$42152,$55576,751,1
Zoe Adams,63,72,1956,7,Female,457 Summit Lane,,Parma,MO,63870,36.61,-89.81,$11636,$23725,$47647,710,5
Joanna Harris,21,69,1998,9,Female,89 Oak Lane,,Buffalo,NY,14215,42.88,-78.85,$14456,$29475,$48741,722,1
Adalyn Sanchez,82,68,1937,5,Female,6577 Catherine Lane,,Santa Barbara,CA,93101,34.41,-119.70,$23071,$34903,$1336,630,1
Quincy Fox,39,67,1980,5,Male,9995 Pine Avenue,,Middletown,OH,45042,39.50,-84.37,$19293,$39336,$43747,690,3
Chloe Nguyen,32,74,1987,5,Female,412 Fifth Boulevard,,New York,NY,10002,40.71,-73.99,$19744,$40256,$0,719,2
Marcus Ramirez,18,65,2002,2,Male,6039 Valley Stream Street,,Petaluma,CA,94954,38.23,-122.56,$26752,$54547,$92901,751,1
Harmoni Fox,54,66,1965,5,Female,2855 Sixth Avenue,,Naperville,IL,60565,41.76,-88.15,$41979,$85596,$159101,618,1
Douglas Abe,37,66,1982,6,Male,300 West Avenue,4,Cullman,AL,35055,34.17,-86.83,$17198,$35060,$39104,724,2
Vicente Gao,69,70,1951,2,Male,5844 Littlewood Street,6007,Wagoner,OK,74477,35.95,-95.38,$15195,$30983,$10019,757,5
Darian Lonsdale,55,67,1964,10,Male,22 First Boulevard,,East Peoria,IL,61611,40.67,-89.54,$22416,$45707,$113194,715,3
Gwendolyn Rogers,43,60,1976,11,Female,429 Grant Boulevard,,Elmer,NJ,08318,39.59,-75.17,$24417,$49788,$83932,690,3
Galilea Clark,69,67,1950,12,Female,829 Mill Boulevard,,Manassas,VA,20109,38.74,-77.48,$24016,$50753,$20226,698,4
Eileen Chen,88,67,1931,9,Female,336 North Street,3,Cincinnati,OH,45224,39.09,-84.51,$18959,$16296,$667,838,7
Daniel Martinez,21,62,1998,8,Male,894 Catherine Boulevard,,Fort Plain,NY,13339,42.93,-74.62,$15242,$31077,$89659,789,5
Daleyza Campbell,27,65,1992,6,Female,444 Forest Boulevard,,Holland,MI,49423,42.77,-86.10,$18877,$38487,$28032,773,4
Jayla Jenkins,59,66,1960,12,Female,26 Martin Luther King Drive,,Houston,TX,77081,29.76,-95.38,$15862,$32347,$82667,784,7
Reina Cox,37,66,1982,4,Female,48190 Plum Drive,23,Lavallette,NJ,08735,39.96,-74.06,$19848,$40470,$41938,731,5
Conner Harris,49,63,1970,8,Male,6427 Martin Luther King Drive,,Syracuse,NY,13210,43.04,-76.14,$18649,$38028,$79101,831,4
Angela Jenkins,83,64,1936,4,Female,9915 Burns Lane,,Dover,DE,19901,39.15,-75.51,$17634,$25567,$1001,665,3
Lorenzo Thomas,33,65,1987,1,Male,97542 Hillside Lane,,Liverpool,NY,13090,43.10,-76.21,$25429,$51848,$86951,692,1
Finnegan Campbell,48,63,1971,8,Male,7944 Hill Lane,7,Lagrange,IN,46761,41.64,-85.41,$14263,$29081,$56301,655,3
Yusuf Rivera,34,68,1985,9,Male,2066 Ninth Lane,,Willowbrook,IL,60527,41.80,-87.92,$45307,$92375,$156949,712,5
Amber Masvidal,31,65,1988,10,Female,5295 Pine Street,,Marietta,GA,30067,33.95,-84.54,$30747,$62692,$50290,698,2
Emory Lopez,58,62,1961,10,Male,2130 Valley Stream Lane,779,Salt Lake City,UT,84120,40.69,-111.99,$17276,$35229,$60945,724,2
Halle Rivera,40,58,1979,3,Female,73 Oak Street,,Dallas,TX,75206,32.79,-96.76,$37234,$75918,$94579,759,2
Tinley Watson,39,66,1980,11,Female,364 12th Drive,2,Tacoma,WA,98445,47.13,-122.40,$20345,$41483,$64098,721,2
Samara Young,50,60,1969,7,Female,4704 Essex Boulevard,,Piedmont,CA,94620,37.77,-122.21,$26391,$53810,$78986,637,1
Angelica Long,26,72,1994,1,Female,189 Washington Street,3774,Trinity,NC,27370,35.88,-80.01,$18657,$38036,$0,743,3
Nathaniel Lopez,20,65,1999,9,Male,9895 El Camino Boulevard,,Buzzards Bay,MA,02532,41.75,-70.61,$23909,$48747,$171249,713,3
Isabella Young,29,67,1990,8,Female,225 Lake Boulevard,,Farmington,MI,48331,42.46,-83.37,$36817,$75070,$161525,723,1
August Braun,42,72,1977,8,Male,331 Oak Lane,,Antioch,CA,94531,37.96,-121.76,$28733,$58584,$99235,563,2
Gloria Wright,53,66,1966,10,Female,1132 Hill Street,,Boone,NC,28607,36.20,-81.66,$19604,$39974,$77967,644,2
Aarav Farhad,48,64,1971,8,Male,6035 Forest Avenue,,Bronx,NY,10460,40.84,-73.87,$13461,$27447,$80850,673,5
Blaire Wright,32,68,1987,6,Female,9384 Ocean Avenue,,Bartlesville,OK,74003,36.73,-95.94,$16453,$33548,$31183,693,2
Raul Gao,23,74,1996,7,Male,613 First Boulevard,,Saint Clairsville,OH,43950,40.07,-80.89,$20697,$42200,$28557,769,2
Jessie Parker,18,65,2001,9,Female,141 Sixth Boulevard,,Cochran,GA,31014,32.38,-83.35,$16413,$33459,$37753,705,3
Joseph Schmidt,78,66,1941,9,Male,6283 Rose Avenue,,Chantilly,VA,20152,38.87,-77.40,$46175,$113514,$16524,727,8
Paris Powell,38,65,1982,2,Female,8 Hillside Lane,,Colcord,OK,74338,36.26,-94.69,$12517,$25524,$69401,759,3
Zayden Brown,50,67,1969,3,Male,655 George Boulevard,,Laguna Beach,CA,92651,33.55,-117.78,$69236,$141161,$0,773,3
Kaylin Foster,32,66,1987,5,Female,52292 East Street,,Baltimore,MD,21224,39.30,-76.61,$26431,$53890,$252106,656,4
Gerardo Gonzalez,60,65,1959,12,Male,575 Bayview Lane,,Franklin,TN,37067,35.92,-86.84,$36563,$74550,$37427,687,4
Greta Turner,81,69,1938,3,Female,44 Valley Boulevard,,Pottsboro,TX,75076,33.77,-96.67,$20874,$32669,$1433,755,5
Allan Davis,54,68,1965,8,Male,420 Oak Drive,1,Peckville,PA,18452,41.47,-75.57,$18432,$37579,$0,742,5
Randall Parker,53,66,1966,12,Male,3512 Forest Street,,Mount Vernon,NY,10552,40.91,-73.82,$34646,$70634,$155651,682,4
Kyng El-Mafouk,51,68,1968,10,Male,207 Ocean View Street,,Berkeley Heights,NJ,07922,40.67,-74.42,$53790,$109673,$242379,505,1
Liana Jones,46,66,1973,9,Female,3276 Maple Street,,Waukegan,IL,60085,42.37,-87.86,$15770,$32150,$47179,717,6
Ethan Smith,42,68,1978,2,Male,9141 Ocean View Lane,,Riverside,IA,52327,41.48,-91.57,$22308,$45475,$68358,698,3
Elsa Lee,38,65,1981,12,Female,354 Federal Street,,Cleveland,OH,44120,41.47,-81.67,$21402,$43634,$73037,786,3
Cooper Labelle,23,66,1996,9,Male,8373 Birch Boulevard,30,New York,NY,10034,40.71,-73.99,$18525,$37769,$1412,742,2
Matthew Murphy,74,61,1945,11,Male,316 Grant Drive,2,Beaverdam,VA,23015,37.94,-77.65,$25937,$24545,$22488,753,2
Eliza Morgan,83,65,1936,5,Female,273 Elm Drive,,Oklahoma City,OK,73159,35.46,-97.51,$17070,$33811,$2206,682,7
Kashton Farhad,61,65,1958,11,Male,841 Wessex Boulevard,,Marion,IA,52302,42.03,-91.58,$25275,$51528,$58509,745,6
Bella Lewis,64,66,1956,1,Female,682 Federal Lane,,Dalton,GA,30720,34.76,-84.97,$19818,$40407,$62695,793,3
Gabriela Price,57,67,1962,10,Female,15664 Lafayette Street,10,Boulder,CO,80301,40.02,-105.25,$31377,$63974,$131731,707,4
Amira Bailey,59,68,1960,11,Female,723 Fourth Drive,,Eastford,CT,06242,41.90,-72.08,$25399,$51788,$77642,675,2
Marie Rivera,23,70,1996,4,Female,532 Lake Drive,,Waldorf,MD,20603,38.64,-76.90,$35114,$71590,$60635,717,2
Chase Brown,65,70,1954,5,Male,9079 Second Drive,,Blackville,SC,29817,33.36,-81.28,$12387,$25257,$83995,734,6
Baylor Cook,24,65,1996,2,Male,4779 Lafayette Avenue,,Ravenna,OH,44266,41.15,-81.24,$18907,$38549,$35691,684,2
Conor Morales,20,61,1999,6,Male,53 Elm Street,,Wailuku,HI,96793,20.88,-156.50,$22844,$46580,$91081,660,2
Aiyana Robinson,61,68,1958,3,Female,3374 Littlewood Street,,Richmond,CA,94804,37.92,-122.34,$21869,$44583,$85531,717,5
Mariana Torres,62,66,1958,1,Female,99 Fifth Street,,Elk Grove,CA,95624,38.44,-121.30,$25949,$52908,$109229,709,4
Janelle Campbell,30,64,1989,8,Female,847 Martin Luther King Lane,97,Ray City,GA,31645,31.07,-83.19,$13238,$26996,$33332,501,2
Aydin Jenkins,18,60,2002,2,Male,878 Summit Avenue,10,Victoria,TX,77901,28.82,-96.98,$16005,$32635,$47930,734,3
Simon Diaz,29,53,1990,3,Male,73 South Lane,32,Oriskany Falls,NY,13425,42.93,-75.46,$17681,$36050,$45559,708,3
Charlie Phillips,34,65,1985,10,Female,378 West Boulevard,88,Charlotte,NC,28215,35.19,-80.83,$17817,$36324,$56689,705,4
Andre Faraday,44,68,1975,10,Male,1915 Catherine Boulevard,287,Milford,DE,19963,38.91,-75.43,$18622,$37965,$69614,796,3
Richard Peres,57,63,1962,12,Male,2547 El Camino Street,,Lincoln Park,MI,48146,42.24,-83.18,$17094,$34856,$127313,830,3
Jordan White,63,66,1956,3,Female,642 Ocean View Lane,,Kissimmee,FL,34746,28.30,-81.41,$16150,$32928,$80794,850,5
Maggie Ajami,24,68,1995,3,Female,6768 Federal Avenue,,Fontana,CA,92335,34.08,-117.46,$13739,$28011,$20196,720,4
Odin Schmidt,59,64,1960,8,Male,8 Pine Street,,Lucasville,OH,45648,38.87,-82.99,$16336,$33311,$65822,590,2
Leila Gomez,22,62,1997,4,Female,655 Mountain View Lane,,Logan,UT,84321,41.70,-111.87,$17093,$34852,$53830,641,1
Henley Russell,21,65,1998,11,Female,1425 Fifth Street,,Wallington,NJ,07057,40.85,-74.10,$21827,$44501,$37251,683,2
Benjamin Anderson,53,69,1966,11,Male,914 Spruce Drive,,Maquon,IL,61458,40.79,-90.16,$14739,$30054,$60128,681,1
Memphis Davis,62,67,1957,10,Male,8278 Grant Lane,5,Delray Beach,FL,33445,26.45,-80.08,$20055,$40891,$61245,717,4
Ariyah Bell,37,66,1982,7,Female,6976 Ocean View Avenue,,Bothell,WA,98021,47.79,-122.20,$33226,$67747,$76650,804,3
Vihaan Cook,56,66,1963,5,Male,603 Lake Avenue,,Los Angeles,CA,90007,34.02,-118.28,$13002,$26510,$53023,696,4
Malik Torres,84,70,1936,1,Male,9 Lafayette Lane,,Colfax,WI,54730,44.99,-91.72,$19196,$26676,$1370,733,5
